region,price,year,manufacturer,model,cylinders,fuel,odometer
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,2995,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,1295,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,7900,2007.0,chevrolet,uplander,,gas,81000.0
toledo,23000,2016.0,chrysler,300s awd,6 cylinders,gas,33125.0
toledo,7500,2012.0,chrysler,200,6 cylinders,gas,95220.0
toledo,9500,2012.0,kia,sportage,4 cylinders,gas,99073.0
toledo,35995,2017.0,ford,super duty f-250,8 cylinders,gas,78950.0
toledo,29500,2015.0,chevrolet,silverado 2500hd,8 cylinders,gas,95307.0
toledo,24000,2012.0,chevrolet,silverado 3500hd,8 cylinders,diesel,209905.0
toledo,14000,2007.0,gmc,savana cutaway,8 cylinders,diesel,165631.0
toledo,15738,2017.0,subaru,forester,4 cylinders,gas,97667.0
toledo,13900,2016.0,ford,transit,,gas,0.0
toledo,6998,2013.0,ford,focus,,gas,99706.0
toledo,14900,2017.0,chevrolet,volt,4 cylinders,hybrid,37000.0
toledo,9939,2014.0,dodge,grand caravan,,gas,108595.0
toledo,2695,2010.0,mercury,milan premier,6 cylinders,gas,120200.0
toledo,14800,2013.0,honda,pilot ex-l,6 cylinders,gas,124000.0
toledo,2500,2005.0,jaguar,s-type,6 cylinders,gas,123060.0
toledo,2495,2011.0,nissan,sentra,4 cylinders,gas,134200.0
toledo,20600,2016.0,ford,transit t150,,gas,
toledo,7986,2011.0,chevrolet,equinox,,gas,93802.0
toledo,3000,1995.0,jaguar,xj6 sedan,6 cylinders,gas,127769.0
toledo,15998,2007.0,cadillac,escalade,,gas,109415.0
toledo,1900,2006.0,chevrolet,uplander,6 cylinders,gas,212000.0
toledo,18996,2014.0,ram,1500,,gas,94854.0
toledo,3000,2013.0,chevrolet,malibu,4 cylinders,gas,
toledo,9900,2011.0,lincoln,,6 cylinders,gas,136000.0
toledo,2500,2009.0,infiniti,g sedan g37x awd,6 cylinders,gas,
toledo,0,2008.0,dodge,nitro,,gas,1.0
toledo,12500,2008.0,ford,f-350 sd xl drw,,gas,80700.0
toledo,14896,2009.0,ford,f-150,,other,119840.0
toledo,11900,2013.0,buick,enclave,6 cylinders,gas,129000.0
toledo,6500,1942.0,,1942,,gas,
toledo,7900,2013.0,gmc,terrain sle,4 cylinders,gas,105000.0
toledo,18600,2015.0,gmc,savana 3500,,gas,
toledo,8965,2004.0,ram,,,gas,181650.0
toledo,14995,2018.0,buick,encore,4 cylinders,gas,15777.0
toledo,22590,2013.0,toyota,tundra double cab pickup,6 cylinders,gas,70731.0
toledo,1500,2003.0,ford,escape,,gas,
toledo,0,2014.0,ford,fusion,4 cylinders,gas,80918.0
toledo,3500,2007.0,nissan,altima 2.5 s,,gas,160250.0
toledo,39990,2011.0,chevrolet,corvette grand sport,8 cylinders,gas,12744.0
toledo,21990,2011.0,nissan,370z coupe 2d,6 cylinders,gas,16750.0
toledo,9559,2012.0,nissan,pathfinder,,gas,114262.0
toledo,13995,2019.0,chevrolet,trax lt fwd,4 cylinders,other,11000.0
toledo,10995,2016.0,chevrolet,cruze lt auto,4 cylinders,other,23000.0
toledo,0,2012.0,chevrolet,captiva sport,6 cylinders,gas,102098.0
toledo,2995,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,28590,2017.0,jeep,wrangler unlimited sport s,6 cylinders,gas,42081.0
toledo,11590,2016.0,,smart fortwo Pure Hatchback,,gas,20748.0
toledo,1495,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,2995,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,1395,2006.0,chevrolet,m.c.,6 cylinders,gas,269200.0
toledo,2995,2007.0,toyota,camary le,4 cylinders,gas,227200.0
toledo,26995,2016.0,ford,transit cargo van,6 cylinders,gas,41082.0
toledo,18995,2011.0,gmc,sierra 1500,6 cylinders,gas,95620.0
toledo,3995,2008.0,saturn,vue,6 cylinders,gas,112203.0
toledo,3900,2010.0,toyota,prius hybrid,,hybrid,208000.0
toledo,6000,1964.0,jeep,cj5,,gas,577.0
toledo,25000,1956.0,,1956 Oldsmobile 88,,gas,
toledo,21595,2017.0,subaru,outback,4 cylinders,gas,34543.0
toledo,8200,1987.0,mercedes-benz,benz 420 sel,8 cylinders,gas,165.0
toledo,0,2018.0,toyota,camry,,gas,25704.0
toledo,0,2015.0,ford,fiesta,,other,135526.0
toledo,5900,2008.0,gmc,acadia,6 cylinders,gas,183000.0
toledo,6900,2013.0,buick,verano,4 cylinders,gas,106000.0
toledo,11965,2011.0,cadillac,srx,,gas,95497.0
toledo,14900,2008.0,chevrolet,silverado 1500,8 cylinders,gas,87000.0
toledo,35900,2017.0,,F250,8 cylinders,diesel,124196.0
toledo,0,2013.0,ford,focus,,gas,139601.0
toledo,6596,2011.0,chevrolet,impala,,other,111963.0
toledo,11728,2014.0,ford,escape,,gas,37424.0
toledo,14988,2017.0,chevrolet,cruze lt hatchback,4 cylinders,gas,33005.0
toledo,8000,2011.0,dodge,charger,6 cylinders,gas,136000.0
toledo,11988,2016.0,chevrolet,cruze limited lt rs,4 cylinders,gas,76358.0
toledo,9500,1925.0,ford,model t,4 cylinders,gas,
toledo,8962,2010.0,ford,escape,,gas,120032.0
toledo,14497,2009.0,jeep,wrangler,6 cylinders,gas,119806.0
toledo,7999,2013.0,honda,accord,4 cylinders,gas,122846.0
toledo,9999,2014.0,toyota,venza,4 cylinders,gas,102094.0
toledo,4495,2008.0,toyota,camry solara,4 cylinders,gas,154984.0
toledo,6999,2014.0,chevrolet,cruze,4 cylinders,gas,90360.0
toledo,13999,2013.0,ford,edge,6 cylinders,gas,91425.0
toledo,0,2011.0,chevrolet,silverado,,other,168621.0
toledo,14963,2015.0,ford,explorer,,gas,109366.0
toledo,6500,2009.0,ford,mustang v6 premium,,gas,
toledo,700,2002.0,,suzuki vitara,,gas,
toledo,14500,2015.0,chevrolet,impala,,gas,
toledo,16800,2016.0,ford,f150,,gas,
toledo,13452,2008.0,jeep,wrangler,,gas,125131.0
toledo,2995,2003.0,ford,mustang,6 cylinders,gas,152200.0
toledo,52900,2019.0,ford,f350 lariat 4x4 diesel,8 cylinders,diesel,53333.0
toledo,38900,2017.0,ford,f250 xl crew 4x4 diesel,8 cylinders,diesel,93079.0
toledo,7900,2013.0,ford,fusion se,,gas,117000.0
toledo,6900,2002.0,toyota,4 runner,6 cylinders,gas,102000.0
toledo,23900,2019.0,ford,mustang,,gas,22000.0
toledo,4388,2000.0,buick,lesabre,6 cylinders,gas,90995.0
toledo,38990,2018.0,tesla,model 3 long range sedan,,electric,17399.0
toledo,2995,2007.0,,chryler pt cruiser,4 cylinders,gas,114200.0
toledo,0,2015.0,gmc,acadia,,gas,114293.0
toledo,23990,2017.0,chevrolet,colorado extended cab,6 cylinders,gas,6904.0
toledo,14965,2014.0,jeep,grand cherokee,,gas,146244.0
toledo,11995,2017.0,nissan,sentra,4 cylinders,gas,35928.0
toledo,6900,2003.0,chevrolet,s-10 ls,6 cylinders,gas,122000.0
toledo,3500,1992.0,ford,f-150,6 cylinders,gas,
toledo,7996,2010.0,ford,edge,,gas,166225.0
toledo,6500,2001.0,chevrolet,,6 cylinders,gas,
toledo,35590,2018.0,tesla,model 3 mid range sedan 4d,,electric,47215.0
toledo,11986,2010.0,cadillac,srx,,gas,99347.0
toledo,9995,2016.0,volkswagen,jetta se 6a,4 cylinders,other,50000.0
toledo,27590,2017.0,chevrolet,colorado extended cab,6 cylinders,gas,24600.0
toledo,8495,2015.0,chevrolet,cruze 1lt auto,4 cylinders,gas,45000.0
toledo,5800,2010.0,toyota,camry le,4 cylinders,gas,128000.0
toledo,38590,2019.0,tesla,model 3 mid range sedan 4d,,gas,13010.0
toledo,29967,2018.0,ram,1500 big horn 4x4,,gas,
toledo,23995,2019.0,ford,f-150,8 cylinders,gas,25999.0
toledo,38400,1955.0,chevrolet,belair,,gas,
toledo,23995,2015.0,ford,super duty f-250,8 cylinders,gas,108255.0
toledo,11900,2009.0,ford,f350-f750,,,0.0
toledo,2495,2011.0,nissan,sentra,4 cylinders,gas,134200.0
toledo,1395,2006.0,chevrolet,m.c.,6 cylinders,gas,269200.0
toledo,2495,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,1495,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,2495,2009.0,cadillac,cts,6 cylinders,gas,183200.0
toledo,1995,2005.0,dodge,dakota 4x4,6 cylinders,gas,145133.0
toledo,11000,1976.0,,1976 phaeton,8 cylinders,gas,
toledo,3500,2003.0,nissan,frontier,,gas,
toledo,18000,2008.0,ford,f-550 super duty,8 cylinders,diesel,169000.0
toledo,3300,2007.0,chevrolet,express,,gas,
toledo,25995,2017.0,infiniti,qx50,6 cylinders,gas,17823.0
toledo,35990,2020.0,ram,1500 classic crew cab slt,8 cylinders,gas,4058.0
toledo,8400,1985.0,chevrolet,el camino,8 cylinders,gas,80000.0
toledo,12400,2014.0,dodge,durango sxt,,gas,
toledo,30990,2011.0,bmw,m3 convertible 2d,8 cylinders,gas,39266.0
toledo,28590,2015.0,ford,f150 super cab xlt pickup,6 cylinders,gas,15593.0
toledo,19990,2014.0,chevrolet,silverado 1500 regular,6 cylinders,gas,33503.0
toledo,34990,2013.0,chevrolet,camaro zl1 convertible,8 cylinders,gas,22133.0
toledo,8000,2011.0,dodge,charger,6 cylinders,gas,
toledo,43900,2017.0,,F250,8 cylinders,diesel,58474.0
toledo,3800,2008.0,hyundai,tiburon gs 5-spd manual,,gas,
toledo,2995,2003.0,,JAQUAR S-TYPE,6 cylinders,gas,197578.0
toledo,18000,2014.0,ford,explorer,,gas,
toledo,16117,2017.0,jeep,renegade,4 cylinders,gas,39924.0
toledo,18995,2013.0,ford,e-series cargo van,8 cylinders,gas,86619.0
toledo,18995,2014.0,chevrolet,express cargo van,8 cylinders,gas,137163.0
toledo,3800,2002.0,ford,f-150,8 cylinders,gas,188303.0
toledo,5800,2013.0,kia,soul,4 cylinders,gas,
toledo,0,2013.0,buick,enclave,,gas,161226.0
toledo,28595,2017.0,honda,ridgeline,6 cylinders,gas,75100.0
toledo,0,2015.0,buick,enclave,,gas,121338.0
toledo,10900,2008.0,ford,f250,8 cylinders,gas,155000.0
toledo,23600,2016.0,ford,f250 super duty,,gas,
toledo,6999,2014.0,chevrolet,cruze,4 cylinders,gas,90360.0
toledo,10997,2015.0,ford,fusion,4 cylinders,gas,107983.0
toledo,10997,2012.0,honda,fit,4 cylinders,gas,43844.0
toledo,2999,2003.0,volkswagen,new beetle,4 cylinders,gas,150217.0
toledo,11997,2014.0,toyota,venza,4 cylinders,gas,102094.0
toledo,6997,2012.0,ford,fusion,4 cylinders,gas,142304.0
toledo,9997,2015.0,jeep,cherokee,6 cylinders,gas,150897.0
toledo,11997,2013.0,ford,fusion,4 cylinders,gas,86596.0
toledo,13497,2014.0,jeep,cherokee,6 cylinders,gas,98387.0
toledo,10997,2011.0,nissan,armada,8 cylinders,gas,149093.0
toledo,5997,2008.0,chevrolet,equinox,6 cylinders,gas,127444.0
toledo,4900,2008.0,jeep,patriot limited,4 cylinders,gas,141000.0
toledo,0,2013.0,ford,focus,4 cylinders,gas,89196.0
toledo,0,2015.0,kia,forte,4 cylinders,gas,51975.0
toledo,0,2013.0,ford,focus,,gas,139601.0
toledo,15800,2014.0,chevrolet,express g2500,,gas,
toledo,12900,2016.0,chevrolet,malibu lt,4 cylinders,gas,48343.0
toledo,3900,2009.0,mercury,mariner premier,6 cylinders,gas,163000.0
toledo,11995,2011.0,honda,odyssey touring elite,6 cylinders,gas,64000.0
toledo,0,2014.0,ford,fusion,,gas,94087.0
toledo,3250,2001.0,ford,ranger xlt,6 cylinders,gas,152000.0
toledo,24590,2019.0,ford,f150 regular cab xl pickup,6 cylinders,gas,10090.0
toledo,28590,2017.0,toyota,tacoma access cab sr5,,gas,8194.0
toledo,0,2011.0,ram,,,gas,162790.0
toledo,0,2014.0,chevrolet,traverse,,gas,114793.0
toledo,0,2014.0,chevrolet,traverse,,gas,114793.0
toledo,9995,2020.0,chevrolet,spark 1lt cvt,4 cylinders,gas,3074.0
toledo,36995,2017.0,gmc,yukon,8 cylinders,gas,29669.0
toledo,4888,2007.0,pontiac,g6,6 cylinders,gas,130432.0
toledo,10990,2011.0,volkswagen,cc sport sedan 4d,,gas,66212.0
toledo,43990,2017.0,gmc,sierra 1500 crew cab denali,8 cylinders,gas,30909.0
toledo,6900,2006.0,chevrolet,express 3500,8 cylinders,gas,192000.0
toledo,18900,2015.0,ford,expedition limited,6 cylinders,gas,171000.0
toledo,7900,2014.0,chrysler,town & country touring,6 cylinders,gas,153000.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,7900,2010.0,lincoln,mkt,6 cylinders,gas,117000.0
toledo,8900,2014.0,jeep,cherokee latitude,6 cylinders,gas,113000.0
toledo,15900,2010.0,ford,f250,8 cylinders,diesel,183000.0
toledo,5900,2014.0,chevrolet,captiva,4 cylinders,gas,139000.0
toledo,13900,2008.0,jeep,wrangler unlimited x,6 cylinders,gas,168000.0
toledo,15900,2008.0,ford,f250,8 cylinders,diesel,172000.0
toledo,22990,2011.0,toyota,4runner trail sport,6 cylinders,gas,83660.0
toledo,3900,2006.0,lincoln,zephyr,6 cylinders,gas,144000.0
toledo,18995,2012.0,chevrolet,express passenger,8 cylinders,gas,54639.0
toledo,15995,2010.0,chevrolet,express cargo van,6 cylinders,gas,63406.0
toledo,11900,2007.0,toyota,tundra sr5,8 cylinders,gas,176000.0
toledo,5900,2002.0,ram,1500,8 cylinders,gas,195000.0
toledo,1495,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,14900,2009.0,ford,f250,8 cylinders,gas,133000.0
toledo,11900,2009.0,ford,f350,8 cylinders,gas,181000.0
toledo,15900,2015.0,nissan,titan,8 cylinders,gas,164000.0
toledo,3200,1950.0,,Packard,8 cylinders,gas,
toledo,3900,2004.0,cadillac,cts,6 cylinders,gas,
toledo,30612,2017.0,gmc,canyon,6 cylinders,gas,40065.0
toledo,1000,2009.0,saturn,outlook xr,6 cylinders,gas,
toledo,1700,2006.0,chrysler,pacifica touring,6 cylinders,gas,152000.0
toledo,1500,2011.0,chevrolet,cruze,4 cylinders,gas,
toledo,7900,2012.0,ford,econoline,8 cylinders,gas,230000.0
toledo,5900,2012.0,chevrolet,cruze,4 cylinders,gas,11600.0
toledo,5900,2013.0,chevrolet,captiva ls,4 cylinders,gas,125000.0
toledo,28800,2016.0,ford,transit t250 cargo van,,gas,
toledo,3900,2005.0,dodge,dakota,6 cylinders,gas,155000.0
toledo,48000,2016.0,ram,5500,6 cylinders,diesel,67231.0
toledo,3495,2009.0,chevrolet,aveo,4 cylinders,gas,74.0
toledo,199,2017.0,dodge,charger,,gas,
toledo,3900,2008.0,pontiac,grand prix,6 cylinders,gas,137000.0
toledo,12900,2008.0,jeep,wrangler,6 cylinders,gas,160000.0
toledo,7999,2008.0,honda,pilot,6 cylinders,gas,133950.0
toledo,12900,2007.0,jeep,wrangler unlimited x,6 cylinders,gas,129000.0
toledo,49900,2020.0,ford,f350 xlt crew 4x4 diesel,8 cylinders,diesel,73765.0
toledo,5000,2005.0,jeep,grand cherokee,,gas,
toledo,11990,2014.0,ford,focus se hatchback 4d,,gas,18222.0
toledo,15590,2015.0,subaru,impreza 2.0i premium,,gas,38328.0
toledo,30990,2016.0,lexus,rx 350 f sport suv 4d,6 cylinders,gas,52115.0
toledo,17990,2013.0,infiniti,g g37x sedan 4d,6 cylinders,gas,31200.0
toledo,6900,2008.0,chrysler,town & country,6 cylinders,gas,97000.0
toledo,8800,1999.0,toyota,4runner sr5 4x4,6 cylinders,gas,112777.0
toledo,15900,2008.0,ford,f250,8 cylinders,diesel,111000.0
toledo,5000,1964.0,chevrolet,corvair monza,6 cylinders,gas,70000.0
toledo,4900,2005.0,dodge,dakota,8 cylinders,gas,188000.0
toledo,14235,2017.0,subaru,crosstrek,,gas,123190.0
toledo,0,2018.0,ford,f-150,,gas,55287.0
toledo,33998,2018.0,ford,f-150,,gas,36328.0
toledo,39635,2018.0,ford,f-150,,gas,41315.0
toledo,22775,2017.0,ford,mustang,,gas,4895.0
toledo,13788,2013.0,toyota,rav4,,gas,101208.0
toledo,14213,2014.0,jeep,cherokee,,gas,129654.0
toledo,11780,2011.0,jeep,grand cherokee,,gas,106098.0
toledo,8966,2013.0,hyundai,sonata,,gas,92037.0
toledo,35998,2017.0,ram,2500,,gas,123647.0
toledo,5900,2003.0,chevrolet,silverado 2500,8 cylinders,gas,191000.0
toledo,15990,2013.0,mercedes-benz,c-class c 300,6 cylinders,gas,60583.0
toledo,18995,2018.0,ram,promaster city,4 cylinders,gas,63900.0
toledo,18995,2013.0,ford,e-series wagon,8 cylinders,gas,57572.0
toledo,3395,2003.0,,JAQUAR S-TYPE,6 cylinders,gas,197578.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,1995,2005.0,dodge,dakota 4x4,6 cylinders,gas,145133.0
toledo,2495,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,1695,2005.0,ford,focus,4 cylinders,gas,79987.0
toledo,1395,2006.0,chevrolet,m.c.,6 cylinders,gas,269200.0
toledo,2995,2009.0,cadillac,cts,6 cylinders,gas,183200.0
toledo,4995,2009.0,ford,edge sel,8 cylinders,gas,183200.0
toledo,4495,2008.0,mercury,mountaineer premium,6 cylinders,gas,145200.0
toledo,2495,2011.0,nissan,sentra,4 cylinders,gas,134200.0
toledo,1395,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,10000,2014.0,chevrolet,cruze lt,4 cylinders,gas,42272.0
toledo,14500,2010.0,gmc,yukon xl slt,,gas,149825.0
toledo,3000,2003.0,toyota,camry xle,4 cylinders,gas,192000.0
toledo,14900,2012.0,ford,f-250 super duty,8 cylinders,gas,182376.0
toledo,3100,2003.0,ford,mustang,6 cylinders,gas,114000.0
toledo,5000,1985.0,jeep,,8 cylinders,gas,
toledo,16977,2017.0,ford,fusion,4 cylinders,gas,25373.0
toledo,0,2007.0,chevrolet,suburban,,other,168245.0
toledo,0,2018.0,ford,edge,,gas,114786.0
toledo,0,2018.0,ford,edge,,gas,114786.0
toledo,1950,2003.0,chrysler,town & country,6 cylinders,gas,154000.0
toledo,8297,2014.0,ford,focus,,gas,76021.0
toledo,15800,2008.0,ford,f350 super duty,,gas,
toledo,4950,2007.0,,f150,,gas,195757.0
toledo,12900,2008.0,chevrolet,avalanche,8 cylinders,gas,113000.0
toledo,6998,2013.0,ford,focus,,gas,99706.0
toledo,17000,2016.0,chevrolet,express passenger,8 cylinders,gas,87940.0
toledo,24995,2013.0,jeep,wrangler unlimited,6 cylinders,gas,101438.0
toledo,21995,2017.0,honda,pilot,6 cylinders,gas,140495.0
toledo,42456,2018.0,ram,5500 chassis cab,6 cylinders,diesel,87781.0
toledo,7688,2014.0,chevrolet,impala lt,6 cylinders,gas,116294.0
toledo,10200,2013.0,ford,fusion se,4 cylinders,gas,77021.0
toledo,0,2012.0,dodge,gr caravan crew,6 cylinders,gas,99969.0
toledo,8957,2013.0,ford,edge,,gas,127086.0
toledo,8957,2013.0,ford,edge,,gas,127086.0
toledo,0,2013.0,ford,explorer,,gas,169304.0
toledo,6900,2014.0,volkswagen,jetta se,4 cylinders,gas,133000.0
toledo,6500,1995.0,chevrolet,camaro,8 cylinders,gas,100001.0
toledo,18996,2014.0,ram,1500,,gas,94854.0
toledo,11900,2008.0,gmc,sierra 1500,8 cylinders,gas,113000.0
toledo,14896,2009.0,ford,f-150,,other,119840.0
toledo,0,2009.0,ram,,,gas,151444.0
toledo,0,2008.0,ford,f150 supercrew xlt 4x4,8 cylinders,gas,138269.0
toledo,5900,2007.0,dodge,magnum sxt,6 cylinders,gas,147000.0
toledo,11200,2015.0,jeep,compass,,gas,100267.0
toledo,3600,2002.0,subaru,impreza wrx,4 cylinders,gas,117000.0
toledo,3988,2006.0,chevrolet,malibu,4 cylinders,gas,147080.0
toledo,0,2017.0,ford,fusion,,gas,104261.0
toledo,0,2013.0,ford,focus,,gas,139601.0
toledo,14896,2008.0,chevrolet,silverado,,gas,101130.0
toledo,4900,2009.0,ford,escape,4 cylinders,gas,135500.0
toledo,20617,2017.0,ford,edge,4 cylinders,gas,29728.0
toledo,35990,2019.0,ford,f150 supercrew cab xlt,6 cylinders,gas,10873.0
toledo,16590,2015.0,ford,fiesta st hatchback 4d,,gas,28723.0
toledo,30590,2014.0,gmc,sierra 1500 double cab sle,8 cylinders,other,34292.0
toledo,33990,2011.0,porsche,cayenne turbo sport,8 cylinders,gas,59475.0
toledo,3900,2007.0,buick,terraza cxl,6 cylinders,gas,166000.0
toledo,30990,2019.0,ford,ranger supercrew xlt pickup,,gas,6428.0
toledo,6900,2008.0,bmw,535 xi,6 cylinders,gas,129000.0
toledo,12500,2001.0,dodge,stake bed,,diesel,39183.0
toledo,12963,2007.0,gmc,sierra,,gas,107427.0
toledo,4900,2004.0,nissan,frontier,6 cylinders,gas,187000.0
toledo,72900,2019.0,ram,2500 mega limited diesel,6 cylinders,diesel,22970.0
toledo,3400,2006.0,lincoln,,6 cylinders,gas,102000.0
toledo,8995,2011.0,audi,a5,4 cylinders,gas,103500.0
toledo,16500,2016.0,mercedes-benz,metris passenger,4 cylinders,gas,72113.0
toledo,21995,2015.0,ford,transit cargo van,6 cylinders,gas,154539.0
toledo,1600,2005.0,ford,tuarus,,gas,
toledo,20000,2017.0,chrysler,pacifica,6 cylinders,gas,34300.0
toledo,1700,2004.0,infiniti,g35,,gas,
toledo,9939,2014.0,dodge,grand caravan,,gas,108595.0
toledo,7000,2013.0,ford,edge,4 cylinders,gas,117000.0
toledo,9500,2013.0,bmw,328i,4 cylinders,gas,123400.0
toledo,8265,2011.0,chevrolet,equinox,,gas,93802.0
toledo,4300,2009.0,dodge,grand caravan se,,gas,146000.0
toledo,7950,2008.0,cadillac,cts sedan,,gas,98000.0
toledo,15998,2007.0,cadillac,escalade,,gas,109415.0
toledo,13895,2008.0,jeep,wrangler,,gas,125131.0
toledo,4300,2010.0,toyota,matrix,4 cylinders,gas,148000.0
toledo,8497,2008.0,ford,f-150,,gas,106634.0
toledo,28990,2018.0,toyota,tacoma double cab sr5,6 cylinders,gas,17117.0
toledo,29990,2018.0,jeep,wrangler sahara (jk) sport,6 cylinders,gas,14867.0
toledo,28990,2016.0,ford,mustang gt premium,8 cylinders,gas,29663.0
toledo,21990,2011.0,mercedes-benz,e-class e 350,6 cylinders,gas,33224.0
toledo,20590,2015.0,mazda,mx-5 miata club,,gas,4272.0
toledo,15963,2013.0,ram,1500,,gas,116475.0
toledo,14868,2010.0,ram,,,gas,126739.0
toledo,20995,2017.0,chevrolet,traverse,6 cylinders,gas,38202.0
toledo,6985,2005.0,buick,lacrosse,,gas,80889.0
toledo,1495,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,2495,2011.0,nissan,sentra,4 cylinders,gas,134200.0
toledo,4495,2008.0,mercury,mountaineer premier,6 cylinders,gas,145200.0
toledo,4995,2009.0,ford,edge sel,6 cylinders,gas,183200.0
toledo,2995,2009.0,cadillac,cts,6 cylinders,gas,183200.0
toledo,1995,2010.0,ford,focus se,4 cylinders,gas,138200.0
toledo,1495,2006.0,chevrolet,m.c.,6 cylinders,gas,269200.0
toledo,1995,2005.0,ford,focus,4 cylinders,gas,79987.0
toledo,2995,2009.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,2995,2010.0,mercury,milan premier,6 cylinders,gas,120200.0
toledo,2200,2005.0,dodge,dakota 4x4,6 cylinders,gas,145133.0
toledo,2495,2011.0,nissan,sentra,4 cylinders,gas,134200.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,1495,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,5500,2010.0,ford,escape,4 cylinders,gas,113666.0
toledo,4400,2002.0,chevrolet,silverado 2500hd 4x4,8 cylinders,gas,247500.0
toledo,2500,2006.0,ford,econoline e350,8 cylinders,gas,140000.0
toledo,2000,2003.0,ford,econoline e350,8 cylinders,gas,152000.0
toledo,18000,2007.0,chevrolet,silverado 3500 hd,8 cylinders,diesel,550000.0
toledo,3000,2004.0,honda,cr-v,4 cylinders,gas,220000.0
toledo,15995,2017.0,chevrolet,malibu,4 cylinders,gas,44150.0
toledo,6295,2012.0,,hyundia accent,4 cylinders,gas,73300.0
toledo,8500,2009.0,chevrolet,suburban lt,8 cylinders,gas,225715.0
toledo,6596,2011.0,chevrolet,impala,,other,111963.0
